id ,model_code                  ,price        ,نمودار مصرف انرژی ,وزن         ,گنجایش کل به لیتر ,گنجایش کل به فوت ,محدوده گنجایش کل به لیتر ,نوع مقاومت در برابر برفک ,شناسه کالا     ,گنجایش یخچال  ,تعداد طبقات یخچال ,تعداد طبقات درب یخچال ,تعداد کشو ,گنجایش فریزر  ,تعداد طبقات فریزر ,تعداد طبقات درب فریزر ,تعداد کشوی فریزر ,امکانات یخچال       ,جهت باز شدن درب یخچال ,جهت باز شدن درب فریزر ,میزان صدا     ,لزوم اتصال به شیر آب ,امکانات فریزر                 ,سایر ویژگی‌های فریزر                                                                                                                                                                                                                                                                                                                      ,ارتفاع یخچال-فریزر ,عمق یخچال-فریزر ,پهنای یخچال-فریزر ,سایر ویژگی‌ها                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,سایر ویژگی‌های یخچال                                                                                                                                                                                                                                                                                                                      ,نوع یخچال و فریزر ,ارتفاع          ,عمق            ,پهنا
46 ,PAKSHOMA-SBS-RSP-800iS(E1)  ,             ,A                 ,۱۱۶ کیلوگرم ,۸۰۰               ,۳۲               ,بیش از ۷۰۰ لیتر          ,                         ,۲۹۰۰۹۴۹۰۲۲۲۵۶  ,۴۸۷ لیتر      ,۴                 ,۵                     ,۲ عدد     ,۱۷۰ لیتر      ,۳                 ,۴                     ,۲                ,بدون برفک           ,به سمت راست           ,به سمت چپ             ,۴۰            ,دارد                 ,بدون برفک                     ,                                                                                                                                                                                                                                                                                                                                         ,۱۷۹ سانتی‌متر       ,۸۶ سانتی‌متر     ,۹۱ سانتی‌متر       ,آب‌سردکن اتوماتیک / دارای کمپرسور اینورتر / دارای کنترل پنل (LED) لمسی / قابلیت مخفی شدن نمایه در حالت Standby / یخ‌ساز دو حالته (خرد و مکعبی) / گنجایش یخ‌ساز: ۱.۸ کیلوگرم                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                                                                                                                                                                         ,ساید بای ساید     ,                ,               ,
48 ,SAM-SBS-ROSSO-3S            ,             ,A++               ,۱۴۰ کیلوگرم ,۷۳۲               ,۳۲               ,۵۵۱ تا ۷۰۰               ,نوفراست                  ,۲۹۰۰۰۳۹۰۰۱۳۴۵  ,۵۰۰ لیتر      ,۴                 ,۴                     ,۲ عدد     ,۲۳۲ لیتر      ,۴                 ,۳                     ,۲                ,                    ,                      ,                      ,              ,                     ,                              ,                                                                                                                                                                                                                                                                                                                                         ,                   ,                ,                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                                                                                                         ,                  ,                ,               ,
49 ,SAM-SBS-ROSSO-3W            ,             ,A++               ,۱۵۲ کیلوگرم ,۷۳۲               ,۳۲               ,بیش از ۷۰۰ لیتر          ,نوفراست                  ,۲۹۰۰۰۳۹۰۰۱۳۵۲  ,۵۰۰ لیتر      ,۴                 ,۴                     ,۲ عدد     ,۲۳۲ لیتر      ,۴                 ,۳                     ,۲                ,بدون برفک           ,به سمت راست           ,به سمت چپ             ,              ,دارد                 ,بدون برفک                     ,قابلیت انجماد سریع                                                                                                                                                                                                                                                                                                                       ,۱۷۶.۵ سانتی‌متر     ,۸۶.۸ سانتی‌متر   ,۹۰.۸ سانتی‌متر     ,دارای بار خانگی / دارای فیلتر بوگیر و آب / دارای کمپرسور اینورتر دیجیتال                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,قابلیت سرمایش سریع                                                                                                                                                                                                                                                                                                                       ,ساید بای ساید     ,                ,               ,
50 ,SNOWA-SBS-SN8-2028GW        ,             ,A+                ,۱۲۰ کیلوگرم ,                  ,۲۷               ,                         ,نوفراست                  ,۲۹۰۰۱۷۶۵۰۵۰۳۴  ,۳۹۴ لیتر      ,۴                 ,۶                     ,۲ عدد     ,۱۹۷ لیتر      ,۴                 ,۲                     ,۲                ,                    ,                      ,                      ,              ,                     ,                              ,                                                                                                                                                                                                                                                                                                                                         ,                   ,                ,                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                                                                                                         ,                  ,۱۸۱ سانتی‌متر    ,۷۲ سانتی‌متر    ,۹۱ سانتی‌متر
51 ,SNOWA-SBS-SN8-2034GW        ,             ,A+                ,۱۱۰ کیلوگرم ,۶۳۰               ,۳۲               ,۵۵۱ تا ۷۰۰               ,نوفراست                  ,۲۹۰۰۱۷۶۵۰۶۰۸۶  ,۴۴۰ لیتر لیتر ,۵ عدد             ,۶ عدد                 ,۲ عدد عدد ,۲۴۴ لیتر لیتر ,۴ عدد             ,۲ عدد                 ,۳ عدد            ,                    ,                      ,                      ,۳۸ دسیبل      ,                     ,                              ,- آبسردکن - دارای یخساز - انجماد سریع - نوع یخساز: خودکار تک پدال فوق باریک - قفل یخساز - بدون برفک - جهت باز شدن درب فریزر به سمت چپ                                                                                                                                                                                                    ,                   ,                ,                  ,- لزوم اتصال به شیر آب برای تولید یخ و آب سرد - سیستم کاهش صدا در شب - سامانه سرمایش هوشمند - دارای فیلتر تصفیه آب - سیستم سرمایش سریع - مجهز به سامانه بار خانگی - کمپرسور اینورتر دیجیتال - سامانه مدیریت مصرف هنگام سفر - نوار درزگیر آنتی باکتریال با قابلیت تعویض - سيستم انجماد سريع فريزر - محفظه نگهداری میوه و سبزیجات - LED لمسی - سرمایش هوشمند (Smart Cooling) - جا لبنیاتی و جابطری - هشدار باز بودن درب - دارای روشنایی فریزر LED - دارای دستگیره در مخفی - فناوری کاهش مصرف انرژی - حسگرهوشمند تشخیص دمای بیرونی - سامانه مدیریت سرمایش Smart Cooling - سرمایش دوگانه one evaporator - حالت کاهش مصرف انرژی هوشمند - گردش هواي سه بعدي Multiple Air Flow - روشنایی یخچال و فریزر LED - قابلیت اتصال به آب شهری - شش عدد سنسور داخلی - نوع بار خانگی دیسکی (سامانه آرام بازشو) - گرید انرژی: A+ - فیلتر تصفیه هوای داخلی دولایه نانو کربن - نوع آبسردکن خودکار تک پدال - دارای سیستم قفل یخساز - بهینه سازی ساختار مواد - طراحی استاندارد مطابق با کابینت آشپزخانه و حمل آسان - یخساز فوق باریک - نوع طبقات شيشه ای بی قاب ,- اخطار باز ماندن درب                                                                                                                                                                                                                                                                                                                    ,                  ,                ,               ,
52 ,SNOWA-SBS-S2Di-M210-S       ,"۸۴,۰۰۰,۰۰۰" ,A+                ,۱۱۰ کیلوگرم ,۶۳۰               ,۲۸               ,۵۵۱ تا ۷۰۰               ,نوفراست                  ,۲۹۰۰۱۷۶۵۰۹۴۰۷  ,۴۴۰ لیتر      ,۵                 ,۶                     ,۲ عدد     ,۱۹۰ لیتر      ,۳                 ,                      ,۳                ,آبسردکن             ,به راست               ,به چپ                 ,              ,دارد                 ,یخساز اتوماتیک (آب شهری)      ,                                                                                                                                                                                                                                                                                                                                         ,۱۸۱.۶ سانتی‌متر     ,۸۴ سانتی‌متر     ,۹۱.۶ سانتی‌متر     ,دارای هوم بار / دستگیره درب مخفی / سامانه گردش هوای سه بعدی / سرمایش سریع یخچال / انجماد سریع فریزر / مجهز به سرمایش فلزی درب بار / قابلیت کنترل با اینترنت (IOT)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,                                                                                                                                                                                                                                                                                                                                         ,ساید بای ساید     ,                ,               ,
53 ,SNOWA-SBS-SN8-2261SW        ,             ,A+                ,۱۱۰ کیلوگرم ,۵۹۱               ,۲۷               ,۵۵۱ تا ۷۰۰               ,نوفراست                  ,۲۹۰۰۱۷۶۵۰۰۳۶۷  ,۳۹۴ لیتر      ,۴                 ,۴                     ,۲ عدد     ,۱۹۷ لیتر      ,۴                 ,۲                     ,۲                ,نمایشگر             ,به راست               ,به چپ                 ,۳۸            ,                     ,                              ,                                                                                                                                                                                                                                                                                                                                         ,                   ,                ,                  ,سیستم هوشمند سرمایش دوگانه ۲۷ فوت مجهز به محفظه ی بار                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,                                                                                                                                                                                                                                                                                                                                         ,                  ,                ,               ,
54 ,SNOWA-SBS-GALLERY-SN83350SS ,             ,A+                ,            ,۷۷۱               ,۳۵               ,بیش از ۷۰۰ لیتر          ,                         ,۲۹۰۰۱۷۶۵۰۱۱۶۶  ,۴۹۴ لیتر      ,۴                 ,                      ,۲ عدد     ,۲۷۷ لیتر      ,۳                 ,                      ,۳                ,نمایشگر             ,                      ,                      ,              ,بله                  ,یخساز نیمه اتوماتیک (منبع آب) ,                                                                                                                                                                                                                                                                                                                                         ,                   ,                ,                  ,حسگرهوشمند تشخیص دمای بیرونی حسگرهای هوشمند داخلی سرمایش دوگانه one evaporator گردش هواي سه بعدي                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                                                                                                         ,                  ,۱۸۱۶ سانتی‌متر   ,۹۲۰ سانتی‌متر   ,۹۱۶ سانتی‌متر
55 ,SNOWA-SBS-S1D-S110-GW       ,             ,A+                ,۱۰۰ کیلوگرم ,۷۸۰               ,۲۷               ,بیش از ۷۰۰ لیتر          ,نوفراست                  ,۲۹۰۰۱۷۶۵۰۹۲۰۹  ,۳۹۴ لیتر      ,۴                 ,۶                     ,۲ عدد     ,۱۹۷ لیتر      ,۴                 ,۲                     ,۲                ,اخطار باز ماندن درب ,                      ,                      ,              ,                     ,بدون برفک                     ,                                                                                                                                                                                                                                                                                                                                         ,۱۸۱ سانتی‌متر       ,۷۲ سانتی‌متر     ,۹۰ سانتی‌متر       ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                                                                                                         ,ساید بای ساید     ,                ,               ,
56 ,SNOWA-SBS-SN8-2032SS        ,             ,A+                ,۱۲۰ کیلوگرم ,                  ,۳۲               ,                         ,نوفراست                  ,۲۹۰۰۱۷۶۵۰۵۰۶۵  ,۴۴۰ لیتر      ,۵                 ,۶                     ,۲ عدد     ,۲۳۳ لیتر      ,۴                 ,۳                     ,۳                ,                    ,                      ,                      ,              ,                     ,                              ,                                                                                                                                                                                                                                                                                                                                         ,                   ,                ,                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                                                                                                         ,                  ,۱۸۱ سانتی‌متر    ,۹۱ سانتی‌متر    ,۸۴ سانتی‌متر
58 ,SNOWA-SBS-S1Di-S110-S       ,             ,A+                ,۱۰۰ کیلوگرم ,۷۸۰               ,۲۷               ,بیش از ۷۰۰ لیتر          ,نوفراست                  ,۲۹۰۰۱۷۶۵۰۹۲۰۹  ,۳۹۴ لیتر      ,۴                 ,۶                     ,۲ عدد     ,۱۹۷ لیتر      ,۴                 ,۲                     ,۲                ,اخطار باز ماندن درب ,                      ,                      ,              ,                     ,بدون برفک                     ,                                                                                                                                                                                                                                                                                                                                         ,۱۸۱ سانتی‌متر       ,۷۲ سانتی‌متر     ,۹۰ سانتی‌متر       ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                                                                                                         ,ساید بای ساید     ,                ,               ,
59 ,SNOWA-SBS-S1Di-S110-W       ,             ,A+                ,۱۰۰ کیلوگرم ,۷۸۰               ,۲۷               ,بیش از ۷۰۰ لیتر          ,نوفراست                  ,۲۹۰۰۱۷۶۵۰۹۲۰۹  ,۳۹۴ لیتر      ,۴                 ,۶                     ,۲ عدد     ,۱۹۷ لیتر      ,۴                 ,۲                     ,۲                ,اخطار باز ماندن درب ,                      ,                      ,              ,                     ,بدون برفک                     ,                                                                                                                                                                                                                                                                                                                                         ,۱۸۱ سانتی‌متر       ,۷۲ سانتی‌متر     ,۹۰ سانتی‌متر       ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                                                                                                         ,ساید بای ساید     ,                ,               ,
62 ,SNOWA-SBS-S2D-M210-S        ,"۸۴,۰۰۰,۰۰۰" ,A+                ,۱۱۰ کیلوگرم ,۶۳۰               ,۲۸               ,۵۵۱ تا ۷۰۰               ,نوفراست                  ,۲۹۰۰۱۷۶۵۰۹۴۰۷  ,۴۴۰ لیتر      ,۵                 ,۶                     ,۲ عدد     ,۱۹۰ لیتر      ,۳                 ,                      ,۳                ,آبسردکن             ,به راست               ,به چپ                 ,              ,دارد                 ,یخساز اتوماتیک (آب شهری)      ,                                                                                                                                                                                                                                                                                                                                         ,۱۸۱.۶ سانتی‌متر     ,۸۴ سانتی‌متر     ,۹۱.۶ سانتی‌متر     ,دارای هوم بار / دستگیره درب مخفی / سامانه گردش هوای سه بعدی / سرمایش سریع یخچال / انجماد سریع فریزر / مجهز به سرمایش فلزی درب بار / قابلیت کنترل با اینترنت (IOT)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,                                                                                                                                                                                                                                                                                                                                         ,ساید بای ساید     ,                ,               ,
63 ,SNOWA-SBS-SN8-3035GW        ,             ,A+                ,۱۲۰ کیلوگرم ,۷۷۱               ,۳۵               ,بیش از ۷۰۰ لیتر          ,نوفراست                  ,۲۹۰۰۱۷۶۵۰۵۹۸۰  ,۴۹۴ لیتر      ,۵                 ,۶                     ,۲ عدد     ,۲۷۷ لیتر      ,۴                 ,۳                     ,۳                ,                    ,راست                  ,چپ                    ,              ,دارد                 ,یخساز اتوماتیک (آب شهری)      ,                                                                                                                                                                                                                                                                                                                                         ,۱۸۰ سانتی‌متر       ,۹۲ سانتی‌متر     ,۹۳ سانتی‌متر       ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,آبسردکن اتوماتيك با اتصال به آب شهری                                                                                                                                                                                                                                                                                                     ,ساید بای ساید     ,                ,               ,
64 ,SNOWA-SBS-ARS3Di-L300-S     ,             ,A+                ,۹۰ کیلوگرم  ,۷۱۹               ,۳۵               ,بیش از ۷۰۰ لیتر          ,نوفراست                  ,۲۹۰۳۲۸۳۶۰۰۵۱۷  ,۴۹۱ لیتر      ,۵                 ,۶                     ,۲ عدد     ,۲۲۸ لیتر      ,۴                 ,۳                     ,۳                ,آبسردکن             ,به راست               ,به چپ                 ,              ,دارد                 ,بدون برفک                     ,                                                                                                                                                                                                                                                                                                                                         ,۱۸۱ سانتی‌متر       ,۹۲ سانتی‌متر     ,۹۱ سانتی‌متر       ,مدیریت تنظیمات یخچال فریزر با گوشی موبایل از طریق اپلیکیشن اسمارت بوم / مانیتورینگ ۲۴ ساعته عملکرد یخچال فریزر از طریق اینترنت / اعلام هشدارهای نگهداری مثل زمان تعویض فیلتر آب در اپلیکیشن اسمارت بوم / کاربر می تواند تاریخ مصرف موادغذایی را در اپلیکیشن اسمارت بوم روی گوشی موبایل وارد کند سپس در زمان پایان تاریخ مصرف، اپلیکیشن به کاربر هشدار می دهد / کاربر می تواند تنظیمات دمای دستگاه را از طریق گوشی موبایل انجام دهد / کاربر می تواند عملکرد دستگاه را از طریق گوشی موبایل روی یکی از حالت های پیش فرض تازگی، مهمانی، مسافرت و اقتصادی تنظیم کند / مجهز به درب سوم با سرمایش فلزی /                                                                                                                                                                                                                                                                                                                                                                                                                                        ,                                                                                                                                                                                                                                                                                                                                         ,ساید بای ساید     ,                ,               ,
71 ,SNOWA-SBS-GALLERY-SN83320SS ,             ,A+                ,            ,۶۸۴               ,۳۲               ,۵۵۱ تا ۷۰۰               ,نوفراست                  ,۲۹۰۰۱۷۶۵۰۱۱۸۰  ,۴۴۰ لیتر      ,۵                 ,۶                     ,۲ عدد     ,۲۴۴ لیتر      ,۴                 ,۳                     ,۳                ,نمایشگر             ,چپ به راست            ,راست به چپ            ,۳۸            ,دارد                 ,                              ,روشنایی فریزر LED انجماد سريع فريزر                                                                                                                                                                                                                                                                                                      ,                   ,                ,                  ,صفحه نمايش LED لمسی دستگیره در مخفی قفل صفحه نمایش کمپرسور اینورتر دیجیتال حسگرهای هوشمند داخلی سرمایش دوگانه one evaporator گردش هوای سه بعدی بدون برفک هشدار باز بودن در حسگرهوشمند تشخیص دمای بیرونی سامانه کنترل سرمایش الکترونیک یخساز خودکار دو پدال آبسردکن خودکار دو پدال آب سرد کن قفل یخساز فیلتر تصفیه آب لزوم اتصال به آب شهر                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,روشنایی یخچال LED سرمایش هوشمند ۶ عدد حسگر هوشمند فيلتر ضد بو سه لایه طبقات شيشه اي بدون قاب محفظه چیلر Chiller Zone جالبنیاتی میوه و سبزیجات بار خانگی بزرگ یک تکه مجهز به متال کولینگ سرمایش سریع بار خانگی درب سوم به صورت شیشه‌ای و گالری سرمایش فلزی                                                                                 ,                  ,۱۸۱۶ سانتی‌متر   ,۸۴۰ سانتی‌متر   ,۹۱۶ سانتی‌متر
74 ,X.VISION-SBS-TT580-ASD      ,             ,A+                ,            ,۵۱۸               ,۲۶               ,۴۹۱ تا ۵۵۰               ,نوفراست                  ,۲۹۰۰۹۹۳۷۰۲۴۹۴  ,۳۹۵ لیتر      ,۴                 ,۳                     ,۲ عدد     ,۱۲۳ لیتر      ,۲                 ,۲                     ,ندارد            ,آبسردکن             ,به سمت راست           ,                      ,              ,                     ,                              ,يخ ساز نيمه اتوماتيك با مخزن آب                                                                                                                                                                                                                                                                                                          ,                   ,                ,                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,آبسردکن نيمه اتوماتيك با مخزن آب                                                                                                                                                                                                                                                                                                         ,                  ,۱۸۴.۸ سانتی‌متر  ,۶۶.۸ سانتی‌متر  ,۸۳.۶ سانتی‌متر
75 ,X.VISION-SBS-TS550-ASD      ,             ,A                 ,            ,۴۶۳               ,۱۷               ,۳۵۱ تا ۴۹۰               ,نوفراست                  ,۲۹۰۰۹۹۳۷۰۲۴۷۰  ,۳۳۲ لیتر      ,۵                 ,۴                     ,۱ عدد     ,۱۳۱ لیتر      ,۵                 ,                      ,۱                ,آبسردکن             ,به سمت راست           ,به سمت چپ             ,۴۲            ,                     ,                              ,يخ ساز نيمه اتوماتيك با مخزن آب                                                                                                                                                                                                                                                                                                          ,                   ,                ,                  ,دارای یخساز دستی                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,آبسردکن نيمه اتوماتيك با مخزن آب                                                                                                                                                                                                                                                                                                         ,                  ,۱۷۶.۵ سانتی‌متر  ,۶۳ سانتی‌متر    ,۹۲ سانتی‌متر
76 ,X.VISION-SBS-TS551-AWD      ,             ,A                 ,۸۴ کیلوگرم  ,۵۵۱               ,۲۰               ,۵۵۱ تا ۷۰۰               ,نوفراست                  ,۲۹۰۰۹۹۳۷۰۳۵۶۹  ,۳۸۰ لیتر      ,۵                 ,۳                     ,۱ عدد     ,۱۷۱ لیتر      ,۵                 ,                      ,۱                ,بدون برفک           ,                      ,                      ,              ,                     ,                              ,دارای انجماد سریع                                                                                                                                                                                                                                                                                                                        ,۱۷۶.۸ سانتی‌متر     ,۶۳ سانتی‌متر     ,۹۲ سانتی‌متر       ,مجهز به صفحه نمایش LED با پنل لمسی / مجهز به سیستم گردش هوا (Swing Flow) / دارای طبقات بسیار مقاوم و زیبا / سیستم گردش هوای چندگانه                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,دارای محفظه ویژه میوه و سبزیجات                                                                                                                                                                                                                                                                                                          ,ساید بای ساید     ,                ,               ,
